"year","company_name","service","adverse_decisions","grievance"
2021,"Wellfleet Group LLC","dental",0,0
2021,"Wellfleet Group LLC","home health services",0,0
2021,"Wellfleet Group LLC","obesity ivf podiatry hearing and vision",2,0
2021,"Wellfleet Group LLC",NA,NA,NA
2021,"Wellfleet Group LLC",NA,NA,NA
2021,"Wellfleet Group LLC",NA,NA,NA
2021,"Wellfleet Group LLC",NA,NA,NA
2021,"Wellfleet Insurance Company","inpatient hospital services",0,0
2021,"Wellfleet Insurance Company","emergency room services",0,0
2021,"Wellfleet Insurance Company","mental health services",1,0
2021,"Wellfleet Insurance Company","physician services",0,0
2021,"Wellfleet Insurance Company","laboratory radiology services",8,0
2021,"Wellfleet Insurance Company","pharmacy services",1,1
2021,"Wellfleet Insurance Company","pt ot st services incl inpat rehab ",8,NA
2021,"Wellfleet Insurance Company","skilled nurse facility sub acute nursing home",0,0
2021,"Wellfleet Insurance Company","durable medical equipment services",0,0
2021,"Wellfleet Insurance Company","dental",0,0
2021,"Wellfleet Insurance Company","home health services",0,0
2021,"Wellfleet Insurance Company","obesity ivf podiatry hearing and vision",0,0
2021,"Wellfleet Insurance Company",NA,NA,NA
2021,"Wellfleet Insurance Company",NA,NA,NA
2021,"Wellfleet Insurance Company",NA,NA,NA
2021,"Wellfleet Insurance Company",NA,NA,NA
2021,"Total","inpatient hospital services",1092,105
2021,"Total","emergency room services",10,20
2021,"Total","mental health services",570,71
2021,"Total","physician services",4589,452
2021,"Total","laboratory radiology services",14673,808
2021,"Total","pharmacy services",38893,3716
2021,"Total","pt ot st services incl inpat rehab ",3720,77
2021,"Total","skilled nurse facility sub acute nursing home",25,5
2021,"Total","durable medical equipment services",1364,123
2021,"Total","dental",15134,2375
2021,"Total","home health services",143,3
2021,"Total","obesity ivf podiatry hearing and vision",825,182
2021,"Total",NA,NA,NA
2021,"Total",NA,NA,NA
2021,"Total",NA,NA,NA
2021,"Total",NA,NA,NA
2022,"4 Ever Life Insurance Company","inpatient hospital services",NA,0
2022,"4 Ever Life Insurance Company","emergency room services",NA,1
2022,"4 Ever Life Insurance Company","mental health services",NA,0
2022,"4 Ever Life Insurance Company","physician services",NA,5
2022,"4 Ever Life Insurance Company","laboratory radiology services",NA,1
2022,"4 Ever Life Insurance Company","pharmacy services",NA,2
2022,"4 Ever Life Insurance Company","pt ot st services incl inpat rehab ",NA,0
2022,"4 Ever Life Insurance Company","skilled nurse facility sub acute nursing home",NA,0
2022,"4 Ever Life Insurance Company","durable medical equipment services",NA,0
2022,"4 Ever Life Insurance Company","dental",NA,0
2022,"4 Ever Life Insurance Company","home health services",NA,0
2022,"4 Ever Life Insurance Company","obesity ivf podiatry hearing and vision",NA,0
2022,"4 Ever Life Insurance Company",NA,NA,NA
2022,"4 Ever Life Insurance Company",NA,NA,NA
2022,"4 Ever Life Insurance Company",NA,NA,NA
2022,"4 Ever Life Insurance Company",NA,NA,NA
2022,"Aetna Dental, Inc.","inpatient hospital services",0,NA
2022,"Aetna Dental, Inc.","emergency room services",0,NA
2022,"Aetna Dental, Inc.","mental health services",0,NA
2022,"Aetna Dental, Inc.","physician services",0,NA
2022,"Aetna Dental, Inc.","laboratory radiology services",0,NA
2022,"Aetna Dental, Inc.","pharmacy services",0,NA
2022,"Aetna Dental, Inc.","pt ot st services incl inpat rehab ",0,NA
2022,"Aetna Dental, Inc.","skilled nurse facility sub acute nursing home",0,NA
2022,"Aetna Dental, Inc.","durable medical equipment services",0,NA
2022,"Aetna Dental, Inc.","dental",672,NA
2022,"Aetna Dental, Inc.","home health services",0,NA
2022,"Aetna Dental, Inc.","obesity ivf podiatry hearing and vision",0,NA
2022,"Aetna Dental, Inc.",NA,NA,NA
2022,"Aetna Dental, Inc.",NA,NA,NA
2022,"Aetna Dental, Inc.",NA,NA,NA
2022,"Aetna Dental, Inc.",NA,NA,NA
2022,"Aetna Health Inc. ( a Pennsylvania corporation )","inpatient hospital services",43,17
2022,"Aetna Health Inc. ( a Pennsylvania corporation )","emergency room services",0,12
2022,"Aetna Health Inc. ( a Pennsylvania corporation )","mental health services",15,0
2022,"Aetna Health Inc. ( a Pennsylvania corporation )","physician services",27,97
2022,"Aetna Health Inc. ( a Pennsylvania corporation )","laboratory radiology services",0,55
2022,"Aetna Health Inc. ( a Pennsylvania corporation )","pharmacy services",0,55
2022,"Aetna Health Inc. ( a Pennsylvania corporation )","pt ot st services incl inpat rehab ",0,1
2022,"Aetna Health Inc. ( a Pennsylvania corporation )","skilled nurse facility sub acute nursing home",0,0
2022,"Aetna Health Inc. ( a Pennsylvania corporation )","durable medical equipment services",0,1
2022,"Aetna Health Inc. ( a Pennsylvania corporation )","dental",0,0
2022,"Aetna Health Inc. ( a Pennsylvania corporation )","home health services",2,0
2022,"Aetna Health Inc. ( a Pennsylvania corporation )","obesity ivf podiatry hearing and vision",2,2
2022,"Aetna Health Inc. ( a Pennsylvania corporation )",NA,NA,NA
2022,"Aetna Health Inc. ( a Pennsylvania corporation )",NA,NA,NA
2022,"Aetna Health Inc. ( a Pennsylvania corporation )",NA,NA,NA
2022,"Aetna Health Inc. ( a Pennsylvania corporation )",NA,NA,NA
2022,"Aetna Health Insurance Company","inpatient hospital services",NA,NA
2022,"Aetna Health Insurance Company","emergency room services",NA,NA
2022,"Aetna Health Insurance Company","mental health services",NA,NA
2022,"Aetna Health Insurance Company","physician services",NA,NA
2022,"Aetna Health Insurance Company","laboratory radiology services",NA,NA
2022,"Aetna Health Insurance Company","pharmacy services",NA,NA
2022,"Aetna Health Insurance Company","pt ot st services incl inpat rehab ",NA,NA
2022,"Aetna Health Insurance Company","skilled nurse facility sub acute nursing home",NA,NA
2022,"Aetna Health Insurance Company","durable medical equipment services",NA,NA
2022,"Aetna Health Insurance Company","dental",NA,NA
2022,"Aetna Health Insurance Company","home health services",NA,NA
2022,"Aetna Health Insurance Company","obesity ivf podiatry hearing and vision",NA,NA
2022,"Aetna Health Insurance Company",NA,NA,NA
2022,"Aetna Health Insurance Company",NA,NA,NA
2022,"Aetna Health Insurance Company",NA,NA,NA
2022,"Aetna Health Insurance Company",NA,NA,NA
2022,"Aetna Life Insurance Company","inpatient hospital services",102,10
2022,"Aetna Life Insurance Company","emergency room services",0,11
2022,"Aetna Life Insurance Company","mental health services",32,0
2022,"Aetna Life Insurance Company","physician services",94,66
2022,"Aetna Life Insurance Company","laboratory radiology services",12,44
2022,"Aetna Life Insurance Company","pharmacy services",27,38
2022,"Aetna Life Insurance Company","pt ot st services incl inpat rehab ",0,0
2022,"Aetna Life Insurance Company","skilled nurse facility sub acute nursing home",0,0
2022,"Aetna Life Insurance Company","durable medical equipment services",0,1
2022,"Aetna Life Insurance Company","dental",0,4
2022,"Aetna Life Insurance Company","home health services",4,1
2022,"Aetna Life Insurance Company","obesity ivf podiatry hearing and vision",4,8
2022,"Aetna Life Insurance Company",NA,NA,NA
2022,"Aetna Life Insurance Company",NA,NA,NA
2022,"Aetna Life Insurance Company",NA,NA,NA
2022,"Aetna Life Insurance Company",NA,NA,NA
2022,"Alpha Dental Programs, Inc.","inpatient hospital services",0,0
2022,"Alpha Dental Programs, Inc.","emergency room services",0,0
2022,"Alpha Dental Programs, Inc.","mental health services",0,0
2022,"Alpha Dental Programs, Inc.","physician services",0,0
2022,"Alpha Dental Programs, Inc.","laboratory radiology services",0,0
2022,"Alpha Dental Programs, Inc.","pharmacy services",36,0
2022,"Alpha Dental Programs, Inc.","pt ot st services incl inpat rehab ",0,0
2022,"Alpha Dental Programs, Inc.","skilled nurse facility sub acute nursing home",0,0
2022,"Alpha Dental Programs, Inc.","durable medical equipment services",0,0
2022,"Alpha Dental Programs, Inc.","dental",5,157
2022,"Alpha Dental Programs, Inc.","home health services",0,0
2022,"Alpha Dental Programs, Inc.","obesity ivf podiatry hearing and vision",0,0
2022,"Alpha Dental Programs, Inc.",NA,NA,NA
2022,"Alpha Dental Programs, Inc.",NA,NA,NA
2022,"Alpha Dental Programs, Inc.",NA,NA,NA
2022,"Alpha Dental Programs, Inc.",NA,NA,NA
2022,"Ameritas Life Insurance Corp.","inpatient hospital services",0,0
2022,"Ameritas Life Insurance Corp.","emergency room services",0,0
2022,"Ameritas Life Insurance Corp.","mental health services",0,0
2022,"Ameritas Life Insurance Corp.","physician services",0,0
2022,"Ameritas Life Insurance Corp.","laboratory radiology services",0,0
2022,"Ameritas Life Insurance Corp.","pharmacy services",0,0
2022,"Ameritas Life Insurance Corp.","pt ot st services incl inpat rehab ",0,0
2022,"Ameritas Life Insurance Corp.","skilled nurse facility sub acute nursing home",0,0
2022,"Ameritas Life Insurance Corp.","durable medical equipment services",0,0
2022,"Ameritas Life Insurance Corp.","dental",454,181
2022,"Ameritas Life Insurance Corp.","home health services",0,0
2022,"Ameritas Life Insurance Corp.","obesity ivf podiatry hearing and vision",0,0
2022,"Ameritas Life Insurance Corp.",NA,NA,NA
2022,"Ameritas Life Insurance Corp.",NA,NA,NA
2022,"Ameritas Life Insurance Corp.",NA,NA,NA
2022,"Ameritas Life Insurance Corp.",NA,NA,NA
2022,"CareFirst BlueChoice, Inc.","inpatient hospital services",9,4
2022,"CareFirst BlueChoice, Inc.","emergency room services",7,1
2022,"CareFirst BlueChoice, Inc.","mental health services",347,1
2022,"CareFirst BlueChoice, Inc.","physician services",1063,64
2022,"CareFirst BlueChoice, Inc.","laboratory radiology services",4284,264
2022,"CareFirst BlueChoice, Inc.","pharmacy services",19065,1600
2022,"CareFirst BlueChoice, Inc.","pt ot st services incl inpat rehab ",65,10
2022,"CareFirst BlueChoice, Inc.","skilled nurse facility sub acute nursing home",5,1
2022,"CareFirst BlueChoice, Inc.","durable medical equipment services",537,140
2022,"CareFirst BlueChoice, Inc.","dental",8,1
2022,"CareFirst BlueChoice, Inc.","home health services",12,0
2022,"CareFirst BlueChoice, Inc.","obesity ivf podiatry hearing and vision",14,1
2022,"CareFirst BlueChoice, Inc.",NA,NA,NA
2022,"CareFirst BlueChoice, Inc.",NA,NA,NA
2022,"CareFirst BlueChoice, Inc.",NA,NA,NA
2022,"CareFirst BlueChoice, Inc.",NA,NA,NA
2022,"CareFirst of Maryland, Inc.","inpatient hospital services",0,0
2022,"CareFirst of Maryland, Inc.","emergency room services",1,0
2022,"CareFirst of Maryland, Inc.","mental health services",64,0
2022,"CareFirst of Maryland, Inc.","physician services",140,3
2022,"CareFirst of Maryland, Inc.","laboratory radiology services",407,26
2022,"CareFirst of Maryland, Inc.","pharmacy services",8004,968
2022,"CareFirst of Maryland, Inc.","pt ot st services incl inpat rehab ",31,0
2022,"CareFirst of Maryland, Inc.","skilled nurse facility sub acute nursing home",1,0
2022,"CareFirst of Maryland, Inc.","durable medical equipment services",126,4
2022,"CareFirst of Maryland, Inc.","dental",903,67
2022,"CareFirst of Maryland, Inc.","home health services",1,0
2022,"CareFirst of Maryland, Inc.","obesity ivf podiatry hearing and vision",6,0
2022,"CareFirst of Maryland, Inc.",NA,NA,NA
2022,"CareFirst of Maryland, Inc.",NA,NA,NA
2022,"CareFirst of Maryland, Inc.",NA,NA,NA
2022,"CareFirst of Maryland, Inc.",NA,NA,NA
2022,"CaremarkPCS Health L.L.C.","inpatient hospital services",NA,NA
2022,"CaremarkPCS Health L.L.C.","emergency room services",NA,NA
2022,"CaremarkPCS Health L.L.C.","mental health services",NA,NA
2022,"CaremarkPCS Health L.L.C.","physician services",NA,NA
2022,"CaremarkPCS Health L.L.C.","laboratory radiology services",NA,NA
2022,"CaremarkPCS Health L.L.C.","pharmacy services",NA,NA
2022,"CaremarkPCS Health L.L.C.","pt ot st services incl inpat rehab ",NA,NA
2022,"CaremarkPCS Health L.L.C.","skilled nurse facility sub acute nursing home",NA,NA
2022,"CaremarkPCS Health L.L.C.","durable medical equipment services",NA,NA
2022,"CaremarkPCS Health L.L.C.","dental",NA,NA
2022,"CaremarkPCS Health L.L.C.","home health services",NA,NA
2022,"CaremarkPCS Health L.L.C.","obesity ivf podiatry hearing and vision",NA,NA
2022,"CaremarkPCS Health L.L.C.",NA,NA,NA
2022,"CaremarkPCS Health L.L.C.",NA,NA,NA
2022,"CaremarkPCS Health L.L.C.",NA,NA,NA
2022,"CaremarkPCS Health L.L.C.",NA,NA,NA
2022,"Chesapeake Life Insurance Company","inpatient hospital services",NA,NA
2022,"Chesapeake Life Insurance Company","emergency room services",NA,NA
2022,"Chesapeake Life Insurance Company","mental health services",NA,NA
2022,"Chesapeake Life Insurance Company","physician services",NA,NA
2022,"Chesapeake Life Insurance Company","laboratory radiology services",NA,NA
2022,"Chesapeake Life Insurance Company","pharmacy services",NA,NA
2022,"Chesapeake Life Insurance Company","pt ot st services incl inpat rehab ",NA,NA
2022,"Chesapeake Life Insurance Company","skilled nurse facility sub acute nursing home",NA,NA
2022,"Chesapeake Life Insurance Company","durable medical equipment services",NA,NA
2022,"Chesapeake Life Insurance Company","dental",NA,NA
2022,"Chesapeake Life Insurance Company","home health services",NA,NA
2022,"Chesapeake Life Insurance Company","obesity ivf podiatry hearing and vision",NA,NA
2022,"Chesapeake Life Insurance Company",NA,NA,NA
2022,"Chesapeake Life Insurance Company",NA,NA,NA
2022,"Chesapeake Life Insurance Company",NA,NA,NA
2022,"Chesapeake Life Insurance Company",NA,NA,NA
2022,"CIGNA Dental Health of Maryland, Inc.","inpatient hospital services",0,NA
2022,"CIGNA Dental Health of Maryland, Inc.","emergency room services",0,NA
2022,"CIGNA Dental Health of Maryland, Inc.","mental health services",0,NA
2022,"CIGNA Dental Health of Maryland, Inc.","physician services",0,NA
2022,"CIGNA Dental Health of Maryland, Inc.","laboratory radiology services",0,NA
2022,"CIGNA Dental Health of Maryland, Inc.","pharmacy services",0,NA
2022,"CIGNA Dental Health of Maryland, Inc.","pt ot st services incl inpat rehab ",0,NA
2022,"CIGNA Dental Health of Maryland, Inc.","skilled nurse facility sub acute nursing home",0,NA
2022,"CIGNA Dental Health of Maryland, Inc.","durable medical equipment services",0,NA
2022,"CIGNA Dental Health of Maryland, Inc.","dental",32,NA
2022,"CIGNA Dental Health of Maryland, Inc.","home health services",0,NA
2022,"CIGNA Dental Health of Maryland, Inc.","obesity ivf podiatry hearing and vision",0,NA
2022,"CIGNA Dental Health of Maryland, Inc.",NA,NA,NA
2022,"CIGNA Dental Health of Maryland, Inc.",NA,NA,NA
2022,"CIGNA Dental Health of Maryland, Inc.",NA,NA,NA
2022,"CIGNA Dental Health of Maryland, Inc.",NA,NA,NA
2022,"CIGNA Health and Life Insurance Company","inpatient hospital services",294,17
2022,"CIGNA Health and Life Insurance Company","emergency room services",93,0
2022,"CIGNA Health and Life Insurance Company","mental health services",85,27
2022,"CIGNA Health and Life Insurance Company","physician services",867,77
2022,"CIGNA Health and Life Insurance Company","laboratory radiology services",4946,212
2022,"CIGNA Health and Life Insurance Company","pharmacy services",7623,264
2022,"CIGNA Health and Life Insurance Company","pt ot st services incl inpat rehab ",3568,21
2022,"CIGNA Health and Life Insurance Company","skilled nurse facility sub acute nursing home",4,0
2022,"CIGNA Health and Life Insurance Company","durable medical equipment services",29,0
2022,"CIGNA Health and Life Insurance Company","dental",247,48
2022,"CIGNA Health and Life Insurance Company","home health services",42,0
2022,"CIGNA Health and Life Insurance Company","obesity ivf podiatry hearing and vision",20,1
2022,"CIGNA Health and Life Insurance Company",NA,NA,NA
2022,"CIGNA Health and Life Insurance Company",NA,NA,NA
2022,"CIGNA Health and Life Insurance Company",NA,NA,NA
2022,"CIGNA Health and Life Insurance Company",NA,NA,NA
2022,"Connecticut General Life Insurance Company","inpatient hospital services",0,NA
2022,"Connecticut General Life Insurance Company","emergency room services",0,NA
2022,"Connecticut General Life Insurance Company","mental health services",0,NA
2022,"Connecticut General Life Insurance Company","physician services",0,NA
2022,"Connecticut General Life Insurance Company","laboratory radiology services",8,NA
2022,"Connecticut General Life Insurance Company","pharmacy services",0,NA
2022,"Connecticut General Life Insurance Company","pt ot st services incl inpat rehab ",0,NA
2022,"Connecticut General Life Insurance Company","skilled nurse facility sub acute nursing home",0,NA
2022,"Connecticut General Life Insurance Company","durable medical equipment services",0,NA
2022,"Connecticut General Life Insurance Company","dental",0,NA
2022,"Connecticut General Life Insurance Company","home health services",0,NA
2022,"Connecticut General Life Insurance Company","obesity ivf podiatry hearing and vision",0,NA
2022,"Connecticut General Life Insurance Company",NA,NA,NA
2022,"Connecticut General Life Insurance Company",NA,NA,NA
2022,"Connecticut General Life Insurance Company",NA,NA,NA
2022,"Connecticut General Life Insurance Company",NA,NA,NA
2022,"Delta Dental Insurance Company","inpatient hospital services",0,0
2022,"Delta Dental Insurance Company","emergency room services",0,0
2022,"Delta Dental Insurance Company","mental health services",0,0
2022,"Delta Dental Insurance Company","physician services",0,0
2022,"Delta Dental Insurance Company","laboratory radiology services",0,0
2022,"Delta Dental Insurance Company","pharmacy services",0,0
2022,"Delta Dental Insurance Company","pt ot st services incl inpat rehab ",0,0
2022,"Delta Dental Insurance Company","skilled nurse facility sub acute nursing home",0,0
2022,"Delta Dental Insurance Company","durable medical equipment services",0,0
2022,"Delta Dental Insurance Company","dental",9,105
2022,"Delta Dental Insurance Company","home health services",0,0
2022,"Delta Dental Insurance Company","obesity ivf podiatry hearing and vision",0,0
2022,"Delta Dental Insurance Company",NA,NA,NA
2022,"Delta Dental Insurance Company",NA,NA,NA
2022,"Delta Dental Insurance Company",NA,NA,NA
2022,"Delta Dental Insurance Company",NA,NA,NA
2022,"Delta Dental of Pennsylvania","inpatient hospital services",0,0
2022,"Delta Dental of Pennsylvania","emergency room services",0,0
2022,"Delta Dental of Pennsylvania","mental health services",0,0
2022,"Delta Dental of Pennsylvania","physician services",0,0
2022,"Delta Dental of Pennsylvania","laboratory radiology services",0,0
2022,"Delta Dental of Pennsylvania","pharmacy services",0,0
2022,"Delta Dental of Pennsylvania","pt ot st services incl inpat rehab ",0,0
2022,"Delta Dental of Pennsylvania","skilled nurse facility sub acute nursing home",0,0
2022,"Delta Dental of Pennsylvania","durable medical equipment services",0,0
2022,"Delta Dental of Pennsylvania","dental",67,642
2022,"Delta Dental of Pennsylvania","home health services",0,0
2022,"Delta Dental of Pennsylvania","obesity ivf podiatry hearing and vision",0,0
2022,"Delta Dental of Pennsylvania",NA,NA,NA
2022,"Delta Dental of Pennsylvania",NA,NA,NA
2022,"Delta Dental of Pennsylvania",NA,NA,NA
2022,"Delta Dental of Pennsylvania",NA,NA,NA
2022,"Dentegra Insurance Company","inpatient hospital services",0,0
2022,"Dentegra Insurance Company","emergency room services",0,0
2022,"Dentegra Insurance Company","mental health services",0,0
2022,"Dentegra Insurance Company","physician services",0,0
2022,"Dentegra Insurance Company","laboratory radiology services",0,0
2022,"Dentegra Insurance Company","pharmacy services",0,0
2022,"Dentegra Insurance Company","pt ot st services incl inpat rehab ",0,0
2022,"Dentegra Insurance Company","skilled nurse facility sub acute nursing home",0,0
2022,"Dentegra Insurance Company","durable medical equipment services",0,0
2022,"Dentegra Insurance Company","dental",4,65
2022,"Dentegra Insurance Company","home health services",0,0
2022,"Dentegra Insurance Company","obesity ivf podiatry hearing and vision",0,0
2022,"Dentegra Insurance Company",NA,NA,NA
2022,"Dentegra Insurance Company",NA,NA,NA
2022,"Dentegra Insurance Company",NA,NA,NA
2022,"Dentegra Insurance Company",NA,NA,NA
2022,"Dental Network, Inc. The","inpatient hospital services",0,NA
2022,"Dental Network, Inc. The","emergency room services",0,NA
2022,"Dental Network, Inc. The","mental health services",0,NA
2022,"Dental Network, Inc. The","physician services",0,NA
2022,"Dental Network, Inc. The","laboratory radiology services",0,NA
2022,"Dental Network, Inc. The","pharmacy services",0,NA
2022,"Dental Network, Inc. The","pt ot st services incl inpat rehab ",0,NA
2022,"Dental Network, Inc. The","skilled nurse facility sub acute nursing home",0,NA
2022,"Dental Network, Inc. The","durable medical equipment services",0,NA
2022,"Dental Network, Inc. The","dental",8,NA
2022,"Dental Network, Inc. The","home health services",0,NA
2022,"Dental Network, Inc. The","obesity ivf podiatry hearing and vision",0,NA
2022,"Dental Network, Inc. The",NA,NA,NA
2022,"Dental Network, Inc. The",NA,NA,NA
2022,"Dental Network, Inc. The",NA,NA,NA
2022,"Dental Network, Inc. The",NA,NA,NA
2022,"Dominion Dental Services, Inc.","inpatient hospital services",0,0
2022,"Dominion Dental Services, Inc.","emergency room services",0,0
2022,"Dominion Dental Services, Inc.","mental health services",0,0
2022,"Dominion Dental Services, Inc.","physician services",0,0
2022,"Dominion Dental Services, Inc.","laboratory radiology services",0,0
2022,"Dominion Dental Services, Inc.","pharmacy services",0,0
2022,"Dominion Dental Services, Inc.","pt ot st services incl inpat rehab ",0,0
2022,"Dominion Dental Services, Inc.","skilled nurse facility sub acute nursing home",0,0
2022,"Dominion Dental Services, Inc.","durable medical equipment services",0,0
2022,"Dominion Dental Services, Inc.","dental",2551,200
2022,"Dominion Dental Services, Inc.","home health services",0,0
2022,"Dominion Dental Services, Inc.","obesity ivf podiatry hearing and vision",0,0
2022,"Dominion Dental Services, Inc.",NA,NA,NA
2022,"Dominion Dental Services, Inc.",NA,NA,NA
2022,"Dominion Dental Services, Inc.",NA,NA,NA
2022,"Dominion Dental Services, Inc.",NA,NA,NA
2022,"Express Scripts Insurance Company","inpatient hospital services",NA,NA
2022,"Express Scripts Insurance Company","emergency room services",NA,NA
2022,"Express Scripts Insurance Company","mental health services",NA,NA
2022,"Express Scripts Insurance Company","physician services",NA,NA
2022,"Express Scripts Insurance Company","laboratory radiology services",NA,NA
2022,"Express Scripts Insurance Company","pharmacy services",NA,NA
2022,"Express Scripts Insurance Company","pt ot st services incl inpat rehab ",NA,NA
2022,"Express Scripts Insurance Company","skilled nurse facility sub acute nursing home",NA,NA
2022,"Express Scripts Insurance Company","durable medical equipment services",NA,NA
2022,"Express Scripts Insurance Company","dental",NA,NA
2022,"Express Scripts Insurance Company","home health services",NA,NA
2022,"Express Scripts Insurance Company","obesity ivf podiatry hearing and vision",NA,NA
2022,"Express Scripts Insurance Company",NA,NA,NA
2022,"Express Scripts Insurance Company",NA,NA,NA
2022,"Express Scripts Insurance Company",NA,NA,NA
2022,"Express Scripts Insurance Company",NA,NA,NA
2022,"Golden Rule Insurance Company","inpatient hospital services",2,0
2022,"Golden Rule Insurance Company","emergency room services",0,0
2022,"Golden Rule Insurance Company","mental health services",0,0
2022,"Golden Rule Insurance Company","physician services",5,1
2022,"Golden Rule Insurance Company","laboratory radiology services",7,4
2022,"Golden Rule Insurance Company","pharmacy services",0,1
2022,"Golden Rule Insurance Company","pt ot st services incl inpat rehab ",0,0
2022,"Golden Rule Insurance Company","skilled nurse facility sub acute nursing home",0,0
2022,"Golden Rule Insurance Company","durable medical equipment services",0,0
2022,"Golden Rule Insurance Company","dental",0,0
2022,"Golden Rule Insurance Company","home health services",0,0
2022,"Golden Rule Insurance Company","obesity ivf podiatry hearing and vision",0,0
2022,"Golden Rule Insurance Company",NA,NA,NA
2022,"Golden Rule Insurance Company",NA,NA,NA
2022,"Golden Rule Insurance Company",NA,NA,NA
2022,"Golden Rule Insurance Company",NA,NA,NA
2022,"Group Dental Service of Maryland, Inc.","inpatient hospital services",0,NA
2022,"Group Dental Service of Maryland, Inc.","emergency room services",0,NA
2022,"Group Dental Service of Maryland, Inc.","mental health services",0,0
2022,"Group Dental Service of Maryland, Inc.","physician services",0,21
2022,"Group Dental Service of Maryland, Inc.","laboratory radiology services",0,54
2022,"Group Dental Service of Maryland, Inc.","pharmacy services",0,NA
2022,"Group Dental Service of Maryland, Inc.","pt ot st services incl inpat rehab ",0,NA
2022,"Group Dental Service of Maryland, Inc.","skilled nurse facility sub acute nursing home",0,NA
2022,"Group Dental Service of Maryland, Inc.","durable medical equipment services",0,NA
2022,"Group Dental Service of Maryland, Inc.","dental",21,NA
2022,"Group Dental Service of Maryland, Inc.","home health services",0,NA
2022,"Group Dental Service of Maryland, Inc.","obesity ivf podiatry hearing and vision",0,NA
2022,"Group Dental Service of Maryland, Inc.",NA,NA,NA
2022,"Group Dental Service of Maryland, Inc.",NA,NA,NA
2022,"Group Dental Service of Maryland, Inc.",NA,NA,NA
2022,"Group Dental Service of Maryland, Inc.",NA,NA,NA
2022,"Group Hospitalization and Medical Services, Inc.","inpatient hospital services",3,1
2022,"Group Hospitalization and Medical Services, Inc.","emergency room services",1,0
2022,"Group Hospitalization and Medical Services, Inc.","mental health services",42,0
2022,"Group Hospitalization and Medical Services, Inc.","physician services",171,0
2022,"Group Hospitalization and Medical Services, Inc.","laboratory radiology services",426,0
2022,"Group Hospitalization and Medical Services, Inc.","pharmacy services",6344,789
2022,"Group Hospitalization and Medical Services, Inc.","pt ot st services incl inpat rehab ",8,0
2022,"Group Hospitalization and Medical Services, Inc.","skilled nurse facility sub acute nursing home",0,0
2022,"Group Hospitalization and Medical Services, Inc.","durable medical equipment services",103,22
2022,"Group Hospitalization and Medical Services, Inc.","dental",496,99
2022,"Group Hospitalization and Medical Services, Inc.","home health services",2,1
2022,"Group Hospitalization and Medical Services, Inc.","obesity ivf podiatry hearing and vision",8,1
2022,"Group Hospitalization and Medical Services, Inc.",NA,NA,NA
2022,"Group Hospitalization and Medical Services, Inc.",NA,NA,NA
2022,"Group Hospitalization and Medical Services, Inc.",NA,NA,NA
2022,"Group Hospitalization and Medical Services, Inc.",NA,NA,NA
2022,"Guardian Life Insurance Company of America","inpatient hospital services",0,0
2022,"Guardian Life Insurance Company of America","emergency room services",0,0
2022,"Guardian Life Insurance Company of America","mental health services",0,0
2022,"Guardian Life Insurance Company of America","physician services",0,0
2022,"Guardian Life Insurance Company of America","laboratory radiology services",0,0
2022,"Guardian Life Insurance Company of America","pharmacy services",0,0
2022,"Guardian Life Insurance Company of America","pt ot st services incl inpat rehab ",0,0
2022,"Guardian Life Insurance Company of America","skilled nurse facility sub acute nursing home",0,0
2022,"Guardian Life Insurance Company of America","durable medical equipment services",0,0
2022,"Guardian Life Insurance Company of America","dental",1535,938
2022,"Guardian Life Insurance Company of America","home health services",0,0
2022,"Guardian Life Insurance Company of America","obesity ivf podiatry hearing and vision",0,0
2022,"Guardian Life Insurance Company of America",NA,NA,NA
2022,"Guardian Life Insurance Company of America",NA,NA,NA
2022,"Guardian Life Insurance Company of America",NA,NA,NA
2022,"Guardian Life Insurance Company of America",NA,NA,NA
2022,"Independence American Insurance Company","inpatient hospital services",NA,0
2022,"Independence American Insurance Company","emergency room services",NA,0
2022,"Independence American Insurance Company","mental health services",NA,0
2022,"Independence American Insurance Company","physician services",NA,1
2022,"Independence American Insurance Company","laboratory radiology services",NA,0
2022,"Independence American Insurance Company","pharmacy services",NA,0
2022,"Independence American Insurance Company","pt ot st services incl inpat rehab ",NA,1
2022,"Independence American Insurance Company","skilled nurse facility sub acute nursing home",NA,0
2022,"Independence American Insurance Company","durable medical equipment services",NA,0
2022,"Independence American Insurance Company","dental",NA,0
2022,"Independence American Insurance Company","home health services",NA,0
2022,"Independence American Insurance Company","obesity ivf podiatry hearing and vision",NA,0
2022,"Independence American Insurance Company",NA,NA,NA
2022,"Independence American Insurance Company",NA,NA,NA
2022,"Independence American Insurance Company",NA,NA,NA
2022,"Independence American Insurance Company",NA,NA,NA
2022,"Johns Hopkins HealthCare LLC","inpatient hospital services",26,28
2022,"Johns Hopkins HealthCare LLC","emergency room services",0,2
2022,"Johns Hopkins HealthCare LLC","mental health services",0,3
2022,"Johns Hopkins HealthCare LLC","physician services",9,7
2022,"Johns Hopkins HealthCare LLC","laboratory radiology services",0,15
2022,"Johns Hopkins HealthCare LLC","pharmacy services",0,18
2022,"Johns Hopkins HealthCare LLC","pt ot st services incl inpat rehab ",0,0
2022,"Johns Hopkins HealthCare LLC","skilled nurse facility sub acute nursing home",0,0
2022,"Johns Hopkins HealthCare LLC","durable medical equipment services",5,0
